aachen;akwizgran,
besuchszeit;czas odwiedzin
beten;modliæ siê,odmówiæ
bethlehem;betlejem
beton;beton
betrag;suma,kwota
betriebssystem;system operacyjny (inform.)
bett;³ó¿ko
bettlaken;przeœcierad³o
betttuch;przeœcierad³o
beugen;zginaæ,wyginaæ,nagi¹æ (przepis),odmieniaæ (deklinowaæ),wychylaæ siê,wyginaæ siê,ugi¹æ siê,poddaæ siê,ulec,z³amaæ siê
beuthen;bytom
bevorzugen;preferowaæ
beweglicher feiertag;œwiêto ruchome
bewerben;reklamowaæ,propagowaæ,
bewerbung;ubieganie siê,podanie o coœ
bewerbungsgespräch;rozmowa kwalifikacyjna
bewerbungsschreiben;podanie (o pracê)
bewerbungsunterlagen;dokumenty przy ubieganiu siê o coœ
bewölkt;pochmurny,zachmurzony
bewunderer;wielbiciel
bewunderin;wielbicielka
bewundern;podziwiaæ
bewundernswert;godny podziwu
bewunderung;podziw
bewußtsein;œwiadomoœæ
bewusstsein;œwiadomoœæ,przytomnoœæ
bezahlen;zap³aciæ,zap³aciæ za coœ
bezeichnend;znamienny,charakterystyczny
bezeugen;zaœwiadczyæ
bezirk;obwód,okrêg
bi;dwa
biber;bóbr
bibliothek;biblioteka
bickbeere;czarna jagoda
biegen;zginaæ
bielitz-biala;bielsko-bia³a
biene;pszczo³a,dziewczyna,laska
bier;piwo
bierstube;piwiarnia
bieten;oferowaæ,dawaæ,nadarzaæ siê,przedstawiaæ siê,byæ widocznym
bikini;atol bikini
bilden;formowaæ,kszta³towaæ,edukowaæ,kszta³ciæ
bildhaft;obrazowy,obrazowo
bildhauer;rzeŸbiarz
bildhauerei;rzeŸbiarstwo
bildlich;obrazowy,przenoœny,alegoryczny,alegorycznie
bildnis;wierunek,portret
bildröhre;kineskop
bildsam;plastyczny,pojêtny
bildschön;przeœliczny,œliczny
bildung;wykszta³cenie,kszta³cenie,tworzenie
bildungseinrichtung;zak³ad naukowy,uczelnia
bildungsgut;wiedza
bildungslücke;luka w wykszta³ceniu
bildungswesen;oœwiata
biligen;akceptowaæ
billard;bilard
billarzimmer;sala bilardowa
billig;tani
billiger;tañszy
billigpreis;niska cena
billion;bilion
bimmeln;dyndaæ,dzwoniæ
bin;kosz na œmieci
binär;podwójny,binarny
binde;opaska,banda¿,temblak,podpaska,przepaska
binden;wi¹zaæ
bindewort;spójnik
binnen;w ci¹gu
biografie;biografia
biographie;biografia
biologe;biolog
biologie;biologia
birne;gruszka
bis;do (s³u¿¹cy do okreœlania czasu),a¿ do
bischen;trochê
bischof;biskup
bisher;dot¹d
bislang;do teraz,dot¹d
bison;bizon
biss;uk¹szenie,ugryzienie
bisschen;nieco,trochê
bissen;prek¹ska,kês,k¹sek
bissig;k¹œliwy,z³y
bistum;biskupstwo,diecezja
bisweilen;niekiedy,czasami
bit;bit
bitte;proœba
bitten;prosiæ
bitter;gorzki
blank;druk. drukarstwo,puste miejsce (inform.)
blasen;dmuchaæ,d¹æ,wiaæ,zdmuchiwaæ,wulg. wulgarnie wykonywaæ fellatio
blasser schimmer;blade pojêcie,zielone pojêcie
blau;niebieski,b³êkit,kolor niebieski
blaubeere;czarna jagoda
blaues wunder;z³e prze¿ycie,koszmar
bläulich;niebieskawy,sinawy
blei;o³ów,o³ów (pierwiastek chemiczny)
bleiben;zostawaæ,pozostawaæ
bleich;blady,blado,s³abo
bleichen;bieliæ
bleistift;o³ówek
blind;œlepiec,œlepy,niewidomy,¿aluzja
blindekuh;ciuciubabka
blindgänger;niewybuch
blitz;piorun,b³yskawica
blöd;g³upi,g³upkowaty,g³upio,durny
blödeln;b³aznowaæ,wyg³upiaæ siê
blödmann;g³upek
blume;kwiat
blumenkohl;kalafior
blumentier;koralowiec
bluse;bluza,bluzka
blut;krew
bluten;krwawiæ
blutrot;krwistoczerwony
bluttar;morderstwo
blutwurst;kaszanka
bö;poryw wiatru,szkwa³
boa;boa,boa (szal)
bock;kozio³
bocken;upieraæ siê,stawaæ dêba,opieraæ siê
bockig;uparty,narowisty,krn¹brny
boden;dno (naczynia),spód
body;cia³o,body
bogen;³uk
bogenschießen;³ucznictwo
böhmen;czechy,bohemia
bohne;fasola
bohrium;bohr (pierwiastek chemiczny)
boje;boja
bolivien;boliwijczyk
bombe;bomba
bon;paragon,bon
bonbon;cukierek
bonus;bonus,premia,rabat
bor;bor (pierwiastek chemiczny)
börse;gie³da
bosnien;boœnia
bosnien-herzegovina;boœnia i hercegowina
bostrab;verordnung über den bau und betrieb der straßenbahnen,rozporz¹dzenie o budowie i eksploatacji tramwajów
botanik;botanika
botschaft;ambasada,wieœæ,wiadomoœæ
bottomness;piêkno
bottom-quark;kwark spodni
bouillon;bulion,wywar
brache;od³óg,ugór,nieu¿ytek,zaniedbana,opuszczona dzia³ka,czas le¿enia
brandenburg;brandenburgia
braten;pieczeñ,sma¿yæ,piec
brauchen;potrzebowaæ
brauerei;browar
braun;br¹zowy
bräunen;opaliæ,przysma¿yæ,przyrumieniæ,pra¿yæ,opalaæ siê,przyrumieniæ siê,opalaæ siê,zbr¹zowieæ
braunkohle;wêgiel brunatny
braunschweig;brunszwik
brause;prysznic,rozpryskiwacz,lemoniada
braut;panna m³oda,narzeczona
brav;dzielny,odwa¿ny,grzeczny
bravur;brawura,wirtuozeria
brechen;³amaæ
breit;szeroki,szeroko
breite;szerokoœæ
breitenkreis;równole¿nik
breittreten;wa³kowaæ,rozwodziæ siê nad,rozgadaæ siê
bremen;brema
bremsbelag;ok³adzina hamulcowa
bremse;hamulec,b¹k
bremsen;hamowaæ,powœci¹gn¹æ,powstrzymaæ,wyhamowaæ,zatrzymywaæ siê
brennbar;palny
brennen;p³on¹æ,paliæ siê,paliæ siê (o œwietle),piec (o odczuciu),zapaliæ siê,wypalaæ,destylowaæ,pra¿yæ (orzechy),zgraæ
brenner;palnik,nagrywarka (inform.)
brennerei;gorzelnia
brennessel;spokrzywa
brennglas;soczewka wypuk³a
brennnessel;pokrzywa
brennstoff;paliwo
breslau;wroc³aw
bretagne;bretania
brett;deska
bretterkiste;skrzynia z desek
brettspiel;gra planszowa
brezel;obwarzanek,precel
bridge;bryd¿
brief;list
brieffreund;przyjaciel korespondencyjny
briefing;krótka narada,briefing
brieftasche;portfel
briefträger;listonosz
brieg;brzeg
brille;okulary
bringen;przynosiæ,przynieœæ
britisch-kolumbien;kolumbia brytyjska
broccoli;broku³
bröckelkohl;broku³
brokkoli;broku³
brom;brom
brombeere;je¿yna
bromberg;bydgoszcz
brot;chleb
brötchen;bu³ka
bruch;z³amanie,roztrzaskanie,z³amanie (umowy,zerwanie kontaktów,z³amanie,przepuklina,u³amek,uskok (geol.),w³amanie,bagno
bruchstrich;kreska u³amkowa
bruder;brat
brüchig;³amliwy,kruchy
brücke;most
brühe;rosó³
brünette;brunetka
brüssel;bruksela
brüsseler kohl;brukselka
brüsseler sprossen;brukselka
brüsseler;brukselczyk,brukselski
brüsten;chwaliæ siê,przechwalaæ siê,che³piæ siê
brunnen;studnia,Ÿród³o
brust;pierœ
bube;walet
buch;ksi¹¿ka,ksiêga
buche;buk,drewno buka
buchfink;ziêba
buchführung;ksiêgowoœæ
buchhalter;ksiêgowy,buchalter
buchhalterin;ksiêgowa
buchhaltung;ksiêgowoœæ,czêœæ budynku w której pracuj¹ ksiêgowi
buchhandlung;ksiêgarnia
buchsbaum;bukszpan
bucht;zatoka,niewielka obora,zagroda dla zwierz¹t
buchweizengrütze;kasza gryczana
büfett;bufet
bürger;obywatel
bürgersteig;chodnik,droga dla pieszych
büro;biuro
büstenhalter;biustonosz,stanik
bulgare;bu³gar
bulgarien;bu³garia
bund;zwi¹zek,rz¹d federalny (w niemczech)
bundesrepublik deutschland;republika federalna niemiec,niemcy,niemcy zachodnie
bunt;bunt
bunzlau;boles³awiec
burg;miasto
burkina faso;burkina faso
burma;birma
bus;autobus,autobus
busch;krzak
bushaltestelle;przystanek autobusowy
buße;pokuta,mandat,grzywna
butt;p³astuga
butter;mas³o
buttermilch;maœlanka
butterpilz;maœlak
bzw.;wzglêdnie,wzgl.
cadmium;kadm (pierwiastek chemiczny)
caesium;cez (pierwiastek chemiczny)
café;kawiarnia
cafeteria;kafeteria
calcium;wapñ,wapñ (pierwiastek chemiczny)
californium;kaliforn (pierwiastek chemiczny)
campen;obozowaæ
campinganhänger;przzyczepa kempingowa
canon;kanion
canyon;kanion
cäsium;cez (pierwiastek chemiczny)
cellist;wiolonczelista
cello;wiolonczela
cer;cer (pierwiastek chemiczny)
chalet;szalet,ubikacja
chamäleon;kameleon
champignon;pieczarka
champignons;pieczarki
chance;szansa,okazja
chaotisch;chaotyczny
charakter;charakter,psych. charakter,charakter (cechy),w³aœciwoœci
charakteristik;charakterystyka
charakteristikum;cecha charakterystyczna
charaktervoll;charakterystyczny,godny
charismatisch;charyzmatyczny
charm;powab
charmant;szarmancki
charme;urok,wdziêk,powab
charme-quark;kwark powabny
charm-quark;kwark powabny
chartern;wynaj¹æ,wynajmowaæ,czarterowaæ
charts;lista przebojów
chassis;podwoie,podstawa
chauffeur;szofer
chausse;szosa
chef;szef
chefin;szefowa
chemie;chemia
chemiefaser;w³ókno chemiczne
chemikalie;chemikalia
chemiker;chemik
chemisch;chemiczny,chemicznie
chemische bindung;zwi¹zek chemiczny
chemotherapie;chemioterapia
chicorée;cykoria
chiffre;szyfr
chiffrieren;szyfrowaæ
chile;chile
china;chiny
chinese;chiñczyk
chinesin;chinka
chinesisch;chiñski
chinin;chinina
chirurg;chirurg
chirurgie;chirurgia
chirurgisch;chirurgiczny
chlor;chlor (pierwiastek chemiczny)
chlorwasserstoffsäure;kwas chlorowodorowy
chor;chór
christentum;chrzeœcijañstwo
christlich;chrzeœcijañski
christus;chrystus
chrom;chrom,chrom (pierwiastek chemiczny)
chromatisch;chromatyczny
chronik;kronika
chronikalisch;kronikarski
chronist;kronikarz
chronologie;chronologia
chronologisch;chronologiczny
chronometer;chronometr
chrysantheme;chryzantema
client;klient (inform.)
cockpit;kokpit
cocktail;koktajl
code;kod (inform.),kod genetyczny
cognac;koniak
coitus;stosunek p³ciowy
collage;kola¿
computer;komputer
cottbus;chociebu¿
cousin;kuzyn
cousine;kuzynka
culm;che³mno
culmsee;che³m¿a
curium;kiur (pierwiastek chemiczny)
cursor;kursor (inform.)
da;tam,tak,¿e,¿eby
dach;dach
dachs;borsuk
dahin;tam (kierunek)
dahlie;dalia
damen;damski,damski (w z³o¿eniach)
damit;z tym,¿eby,aby
dämmerung;zmierch,mrok,œwit,brzask
däne;duñczyk
dänemark;dania
dankbarkeit;wdziêcznoœæ
danke schön;dziêkujê bardzo
danken;dziêkowaæ
danzig;gdañsk
darauf brennen zu;paliæ siê do
darlehen;po¿yczka
darlehensvertrag;umowa o po¿yczkê
darmstadtium;darmsztadt (pierwiastek chemiczny)
darum;dlatego
das a und o;alfa i omega
das für und wider;za i przeciw (wszystkie)
das ist kein problemm;to ¿aden problem
das kann jeder;ka¿dy to potrafi
das kommt mir spanisch vor;to wydaje mi siê dziwne,nie rozumiem tego
das;to
dasein;¿ycie (filoz.),byt,osoba pragn¹ca zrozumieæ sens egzystencji,egzystencja ludzka
dass;¿e,i¿
dasselbe;to samo
datei;plik (inform.)
dateisystem;system plików
datenbank;baza danych
dativ;celownik
dattel;daktyl
datum;data
dauer;trwanie,okres,trwa³oœæ,sta³oœæ
dauerauftrag;zlecenie sta³e
dauerfrost;wieczna zmarzlina
dauerhaft;trwa³y,trwa³y,odporny,solidny
dauern;trwaæ
daumen;kciuk
debatte;debata
decke;sufit,obrus
deckel;pokrywa,pokrywka,wieko
defekt;defekt,uszkodzenie,usterka,wada,niedostatek fizyczny,niedobór (fiz.),brak,defekt masy,u³omnoœæ moralna
definition;definicja
definitionsbereich;dziedzina
definitionsmenge;dziedzina
defizit;deficyt
degegen;natomiast
degen;szpada
deich;wa³ (przeciwpowodziowy),grobla
deichsel;dyszel
dein;twój
deine;twoja,twoje,twój
deismus;deizm
deklassieren;degradowaæ,deklasowaæ,zdeklasowaæ
deklination;deklinacja
dekor;ornament,dekoracja
dekret;dekret
delegation;delegacja
delegierte;delegat
delfin;delfin
delikat;smaczny,delikatny,ostro¿ny,wybredny
delikt;wykroczenie
deliquent;delikwent
delirium;delirium
dementi;dementi
dementieren;dementowaæ
dementsprechend;stosowny,odpowiedni,stosownie do,odpowiednio do
demgegenüber;natomiast,wobec powy¿szego,z drugiej strony zaœ
demission;dymisja
demnach;wed³ug tego,stosownie do,wiêc,zatem
demnächst;wkrótce,niebawem
demo;demonstracja
demokrat;demokrata
demokratie;demokracja
demokratisch;demokratyczny
demokratisieren;demokratyzowaæ
demokratisierung;demokratyzacja
demolieren;demolowaæ
demonstrant;demonstrant
demonstrantin;demonstrantka
demonstration;demonstracja
demonstrativ;demonstracyjny,ostentacyjny
demonstrativpronomen;zaimwk wskzauj¹cy
demonstrieren;demonstrowaæ
demontieren;zdemontowaæ,demontowaæ,zlikwidowaæ,likwidowaæ
demoralisieren;zniechêciæ,demoralizowaæ
demselben;temu samemu
demütig;pokorny,pokornie
demütigen;upokorzyæ,poni¿yæ
demütigung;upokorzenie,poni¿enie
demut;pokora
demzufolge;wskutek tego,tote¿
den haag;haga
den tod finden;znaleŸæ œmieræ,umrzeæ
den;dzieñ
denen;którym (zaimek)
denglisch;¿argon jêzyka niemieckiego cechuj¹cych siê nadu¿ywaniem s³ów zapo¿yczonych z jêzyka angielskiego,denglisch
denkanstoß;impuls do myœlenia
denkart;sposób myœlenia
denkbar;daj¹cy siê pomyœleæ,mo¿liwy,mo¿liwie
denkblockade;blokada myœlowa
denken sie nur!;proszê sobie wyobraziæ!
denken;myœleæ,pomyœleæ
denker;myœliciel
denkerin;myœlicielka
denkfehler;b³¹d w rozumowaniu
denkmal;pomnik
denkprozess;proces myœlenia
denn;bo,poniewa¿
dennoch;jednak¿e,przecie¿
denselben;tego samego,tym samym
denunziant;donosiciel
denunzieren;denuncjowaæ,donosiæ
deo;dozodorant
deodorant;dezodorant
deorolier;dezodorant w kulce
departement;departament
deplatziert;nie na miejscu
deponie;wysypisko œmieci
deponieren;deponowaæ,przechowaæ,zdeponowaæ
deportation;deportacja
deportieren;deportowaæ
depot;depozyt
depp;g³upek
depression;depresja,ni¿ (meteo)
depressiv;depresyjny
deprimieren;deprymowaæ,przygnêbiæ
deprimiert;zdeprymowany
deputierter;deputowany
der blaue montag;szewski poniedzia³ek
der inhalt einer kiste;zawartoœæ skrzyni
der;wskazuj¹cy tam,wzglêdny
derart;tego rodzaju,w takim stopniu
derartig;taki,tego rodzaju
derb;jêdrny,mocny,prosty,grupy,rubaszny,dosadny
dereinst;kiedyœ
deren;ich
derentwegen;powodu której,z powodu których,przez co,dla niej,dla tych
derjenige;ten
dermaßen;do tego stopnia,tak dalece
derselbe;ten sam
derzeit;obecnie,wówczas
desaster;tragedia,katastrofa
desaströs;tragiczny,katastrofalny
deserteur;dezerter,zbieg
desertieren;dezerterowaæ
desgleichen;podobnie,równie¿,podobny
deshalb;dlatego
designieren;desygnowaæ,wyznaczyæ
desinfektion;dezynfekcja
desinfektionsmittel;rodek dezynfekcyjny
desinfizieren;dezynfekowaæ
desktop;desktop
despotisch;despotyczny,despotycznie
dessen;tego,którego
dessert;deser
destabilisieren;destabilizowaæ,zdestabilizowaæ
destillat;destylat
destillation;destylacja
destillieren;destylowaæ,przedestylowaæ
desto;tym
deswegen;dlatego
detail;detal
detailverliebt;dbaj¹cy o szczegó³y,pedantyczny,drobiazgowy,pedantycznie,drobiazgowo
detektiv;detektyw
detonation;detonacja
deuten;interpretowaæ,t³umaczyæ,wskazaæ na
deuter;interpretator
deuterium;deuter
deutlich;wyraŸny,wyraŸnie
deutlichkeit;wyrazistoœæ,jasnoœæ,zrozumia³oœæ
deutsch;niemiecki,jêzyk niemiecki
deutschfeindlich;antyniemiecki,wrogi wobec niemców,antyniemiecko,wrogo wobec niemców
deutschfreundlich;proniemiecki,przyjazny wobec niemców,proniemiecko,przyjaŸnie wobec niemców
deutschland;niemcy
deutschlandfrage;kwestia niemiecka
deutschlehrer;nauczyciel jêzyk aniemieckiego
deutschsprachig;niemieckojêzyczny
deutung;interpretacja,objaœnienie
deviation;zboczenie,dewiacja
devise;dewiza,has³o,dewizy
devisen;dewizy
devisenkurs;kurs dewizowy
dezember;grudzieñ
dezent;subtelny,dyskretny,przyzwoity,stosowny
dezernat;referat,dzia³
dezernent;referent,kierownik dzia³u
dezimalbruch;u³amek dziesiêtny
dezimalzahl;liczba dziesiêtna
dezimieren;dziesi¹tkowaæ,niszczyæ
dia;bóg
diabetes;cukrzyca
dialekt;dialekt
dialog;dialog
dialyse;dializa
diaprojektor;rzutnik do przeŸroczy
dich;ciebie
dicht;gêsty,szczelny
dichte;gêstoœæ,natê¿enie
dichter;poeta
dichterin;poetka
dichtung;poezja,twórczoœæ poetycka,uszczelka
dicke bohne;bób
dickicht;gêstwina,g¹szcz
didaskalien;didaskalia
die gelegenheit beim schopfe packen;korzystaæ z okazji
die hacken voll haben;mieæ w czubie,byæ podpitym
die wege sind zugeweht;drogi zawia³o
die;koœæ do gry (przest.),gra w koœci,t³ocznik,koœæ np. pamiêci,umieraæ
dieb;z³odziej
dienst;s³u¿ba,urz¹d
dienstag;wtorek
dienstbarkeit;s³u¿ebnoœæ
dienstprogramm;narzêdzie (informat.),program u¿ytkowy,u¿ytek
diese;ten,ta,to
diesen monats;tego miesi¹ca
dieser;ten (tutaj),ta (tutaj),to (tutaj)
dieses jahr;tego roku
diesseits;po tej stronie
dietrich;wytrych
differenz;ró¿nica,ró¿nica
differenzmenge;ró¿nica zbiorów
diminutiv;zdrobnienie
ding;rzecz,sprawa,przedmiot
dingen;naj¹æ
dinglich;realny,konkretny,materialny,odnosz¹cy siê do praw na rzeczach,rzeczowy
dino;dinozaur
dinosaurier;dinozaur
direkt;bezpoœredni
direktor;dyrektor
dirigent;dyrygent
dirigentenstab;batuta
diskret;dyskretny
diskretion;dyskrecja
diskriminieren;dyskryminowaæ
diskriminierung;dyskryminacja
diskussions;dyskusyjny
diskussionsteilnehmer;dyskutant
diskuswerfen;rzut dyskiem
dispatcher;dyspozytor
distel;oset
distelfink;szczygie³
disziplin;dyscyplina
disziplinlosigkeit;niezdyscyplinowanie
dividend;dzielna
dividieren;dzieliæ
division;dzielenie,dywizja
divisor;dzielnik
doch;jednak,mimo to,przecie¿,potwierdza fakt zanegowany w pytaniu,ale¿ tak!,¿esz
doktor;doktor,lekarz
dokument;dokument
dollar;dolar
dolmetschen;t³umaczyæ (ustnie)
dolmetscher;t³umacz (ustny)
dolmetscherin;t³umaczka,t³umacz
dom;katedra
domino;domino
donnerschlag;grom,piorun
donnerstag;czwartek
donnerwetter;do pioruna,cholera
doof;g³upi
doppelgänger;sobowtór
doppelreihe;dwuszereg
dorf;wieœ,wioska
dorfschaft;wieœ (szwajc.)
dorsch;dorsz
dort;tort
dorthin;tam
dortig;tamtejszy
dose;puszka
download;œci¹ganie (inform.),pobieranie,plik do pobrania
downloaden;œci¹gaæ (inform.),pobieraæ (inform.)
down-quark;kwark dolny
dreck;gówno,œmieci
drei;trzy,3,godzina trzecia
dreieinhalb;trzy i pó³
dreisprung;trójskok
dreißig;trzydzieœci
dreist;zuchwa³y
dreiundzwanzigste;dwudziesty trzeci
dreizehn;trzynaœcie
dreizehnte;trzynasty
dreschen;m³óciæ
dresden;drezno
dringen;przenikaæ
dritte;trzeci
drogerie;drogeria
drohen;groziæ,zagra¿aæ
drucken;drukowaæ
drucker;drukarz,drukarka (inform.)
druckerei;drukarnia
druckmesser;manometr
du;ty
dual;liczba podwójna
dubnium;dubn (pierwiastek chemiczny)
duft;zapach,aromat
dumm;g³upi
dunkel;ciemny
dunkelblau;granatowy,ciemnoniebieski
durch;przez,poprzez,na wskroœ,przy u¿yciu
durcheinander;ba³agan
durchführen;przeprowadzaæ (przez coœ),realizowaæ,wykonywaæ,przeprowadzaæ
durchmesser;œrednica
durchschnitt;œrednia,przeciêtna
durchschnittlich;œredni,przeciêtny,nie wykraczaj¹cy poza przeciêtn¹
durchschnittsmenge;iloczyn zbiorów
durst haben;pragn¹æ,mieæ pragnienie
dusche;prysznic
duzen;mówiæ na ty,zwracaæ siê do kogoœ w drugiej osobie liczby pojedynczej,tykaæ
dysprosium;dysproz (pierwiastek chemiczny)
ebene;p³aszczyzna,równina
ebenfalls;równie¿,te¿
ebenholz;heban,hebanowy
echt;prawdziwy,niesfa³szowany
ecke;k¹t,róg,naro¿nik
eckzahn;kie³
edel;szlachetny
edelmetall;metal szlachetny
edelmut;szlachetnoœæ
edelstein;kamieñ szlachetny
editieren;edytowaæ
efeu;bluszcz
effekten;papiery wartoœciowe
effektenbörse;gie³da papierów wartoœciowych
effektiv;efektywny,skuteczny
effektvoll;efektowny
egel;pijawka
egge;brona
eggen;bronowaæ
egoismus;egoizm
egoist;egoista
egoistin;egoistka
egoistisch;egoistyczny
ehe;ma³¿eñstwo,zwi¹zek ma³¿eñski,zanim
ehebett;³ó¿ko ma³¿eñskie
ehebruch;zdrada ma³¿eñska
ehefrau;formalne ma³¿onka
ehemann;ma³¿onek
ehepaar;ma³zeñstwo,para
ehering;obr¹czka
ehevertrag;ma³¿eñska umowa maj¹tkowa
ei;jajko,jajo (wulg.)
eichbaum;d¹b
eiche;d¹b
eichenholz;d¹b
eichhörnchen;wiewiórka
eidechse;jaszczurka
eier;jaja
eierkuchen;omlet
eifersucht;zazdroœæ
eigen;w³asny
eigenhändig;w³asnorêczny
eigenschaft;cecha,w³aœciwoœæ
eigentlich;ogólnie rzecz bior¹c,generalnie,w rzeczywistoœci,prawdê mówi¹c,w³aœciwie,zgodny z rzeczywistoœci¹,prawdziwy,w³aœciwy
eigentümer;w³aœciciel
eile;poœpiech
eimerchen;wiaderko
ein bisschen saltz;trochê soli
ein derber witz;sproœny dowcip
ein guter kauf;dobry zakup
ein paar;parê,kilka
ein tropfen auf den heißen stein;kropla w morzu
ein;jeden
einbildung;wyobraŸnia,wytwór wyobraŸni,urojenie
einbruch;w³amanie,za³amanie
einbüßen;straciæ
eine bissige bemerkung;z³oœliwa uwaga
eine fahne haben;œmierdzieæ alkoholem,czuæ alkoholem
eine harte nuss zu knacken haben;mieæ twardy orzech do zgryzienia
eine harte nuß zu knacken haben;mieæ twardy orzech do zgryzienia
eine kerze anzünden;zapaliæ œwiecê
eine sturmfreie bude;wolna chata (slang)
eineinhalb;pó³tora,pó³torej
einen impuls geben;pobudziæ
einfach;prosty,nieskomplikowany,pojedynczy,o bilecie w jedn¹ stronê,prosto,po prostu
einfallen;wdzieraæ siê,wnikaæ,wtargn¹æ,przychodziæ na myœl,przypominaæ sobie,nie chcieæ
eingebildet;urojony,zarozumia³y
eingriff;ingerencja,naruszenie,zabieg
einigung;pojednanie,zjednoczenie
einkaufen gehen;chodziæ na zakupy
einkaufszentrum;centrum handlowe
einkommen;dochód
einkommenssteuer;podatek dochodowy
einkommensteuer;podatek dochodowy
einladen;zapraszaæ,³adowaæ
einmal soviel;drugie tyle
einmal;jeden raz
einmischung;ingerencja,wtr¹canie siê
einnahme;przychód,dochód,zajêcie,zdobycie (miasta),przyjmowanie
eins;jeden,1,godzina pierwsza
einschalten;w³¹czaæ
einschlafen;zasypiaæ
einschließlich;³¹cznie,w³¹cznie z,w³¹cznie
einschrauben;wkrêcaæ
einsteinium;einstein (pierwiastek chemiczny)
eintrichtern;wbijaæ do g³owy
einundzwanzigste;dwudziesty pierwszy
einzelzeitfahren;jazda indywidualna na czas
eis;lód,lody,lód (zamro¿ona woda),lód (s³odki deser)
eisbein;golonka
eischen;domagaæ siê
eisen;¿elazo (pierwiastek chemiczny)
eisenbahngeschütz;dzia³o kolejowe
eisvogel;zimorodek
el salvador;salwador
elan;zapa³,werwa
elbe;³aba
elch;³oœ
elefant;s³oñ
eleganz;elegancja
elektriker;elektryk
elektrisch;elektryczny
elektrizität;elektrycznoœæ
elektron;elektron (cz¹stka elementarna),elektron (stop)
element;pierwiastek chemiczny
elementarteilchenphysik;fizyka cz¹stek elementarnych
elf;jedenaœcie,istota fantastyczna,elf (fantastyka)
elfeinhalb;11 i pó³,11:30 (godzina)
elfte;jedenasty
ellbogen;³okieæ
elsass;alzacja
elsass-lothringen;alzacja i lotaryngia
elster;sroka
elter;rodzic
eltern;rodzice
embargo;embargo
emmi;emilia
emotion;emocja
emotional;emocjonalny,uczuciowy,wzruszaj¹cy,budz¹cy emocje
empfangen;odebraæ,otrzymaæ,przyjmowaæ,podejmowaæ (goœcia),odbieraæ
empfehlen;polecaæ
empfindung;uczucie,czucie,wra¿enie
empirisch;empiryczny
ende;koniec,zakoñczenie,œmieræ,koñcówka,czubek,beznadzieja,sytuacja bez wyjœcia
energie;wigor,energia
eng;ciasny,w¹ski,za¿y³y
engel;anio³
